business_name,niche,city,country,phone,email,website,google_rating,review_count,running_ads,score,tier,date_scraped,status,sequence_step,last_contact_date,conversation_history,top_competitor
Dishoom,Restaurant,Glasgow,UK,956 14.3043 125,press@dishoom.com,https://www.dishoom.com/glasgow/,,,,25,C,2026-08-14,Contacted,1,2026-08-17,,The best restaurants in Glasgow for 2026
Glasgowist,Restaurant,Glasgow,UK,883804319577899,hello@glasgowist.com,https://www.glasgowist.com/talk-of-the-town-glasgows-20-best-restaurants/,,,,25,C,2026-08-14,Contacted,1,2026-08-17,,The best restaurants in Glasgow for 2026
Kirkhouse Inn,Restaurant,Glasgow,UK,1596333-6273-430,info@kirkhouseinn.com,https://www.kirkhouseinn.com/,,,,25,C,2026-08-14,Contacted,1,2026-08-17,,The best restaurants in Glasgow for 2026
Luxury Restaurant Near Glasgow,Restaurant,Glasgow,UK,132917304799530,events@gleddoch.com,https://www.gleddoch.com/food-drink/,,,,25,C,2026-08-14,Contacted,1,2026-08-17,,The best restaurants in Glasgow for 2026
Best restaurants in Glasgow 2024 | Where To Eat | The Good Food Guide,Restaurant,Glasgow,UK,127756784631572,support@ama.uk.com,https://www.thegoodfoodguide.co.uk/where-to-eat/best-restaurants-in-glasgow,,,,25,C,2026-08-14,Contacted,1,2026-08-17,,My 36 Favourite Restaurants in Glasgow (As a Local)
olivemagazine,Restaurant,Glasgow,UK,184306-19939993,oliveweb@immediate.co.uk,https://www.olivemagazine.com/travel/uk/scotland-travel/best-places-to-eat-in-glasgow-scotland/,,,,25,C,2026-08-14,Contacted,1,2026-08-17,,My 36 Favourite Restaurants in Glasgow (As a Local)
UK Business Magazine | Small Business News Blog,Restaurant,Glasgow,UK,812011883885748,hannah@ukbusinessmagazine.co.uk,https://www.ukbusinessmagazine.co.uk/glasgow-restaurants/,,,,25,C,2026-08-14,Contacted,1,2026-08-17,,My 36 Favourite Restaurants in Glasgow (As a Local)
Mob,Restaurant,Glasgow,UK,3-4388-9067-1183,help@mob.co.uk,https://www.mob.co.uk/life/where-to-eat-in-glasgow,,,,25,C,2026-08-14,Contacted,1,2026-08-17,,The 10 Best Restaurants in Glasgow 2026
Pearl,Restaurant,Glasgow,UK,+44 141 221 1663,hello@joinpearl.co,https://joinpearl.co/restaurants/glasgow-united-kingdom/mother-india-restaurant,,,,25,C,2026-08-14,Contacted,1,2026-08-17,,The 10 Best Restaurants in Glasgow 2026
EatSpot - Taste begins with a reservation,Restaurant,Glasgow,UK,136.274.586.705,contact@eatspot.co.uk,https://eatspot.co.uk/restaurants/non-viet-vietnamese-restaurant-glasgow/,,,,25,C,2026-08-14,Contacted,1,2026-08-17,,The 10 Best Restaurants in Glasgow 2026
Mharsanta,Restaurant,Glasgow,UK,314192535267336,info@mharsanta.co.uk,https://www.mharsanta.co.uk/,,,,25,C,2026-08-14,Contacted,1,2026-08-17,,The 10 Best Restaurants in Glasgow 2026
Visit Glasgow,Restaurant,Glasgow,UK,,info@visitglasgow.com,https://www.visitglasgow.com/food-and-drink/top-restaurants,,,,20,C,2026-08-14,Contacted,1,2026-08-17,,My 36 Favourite Restaurants in Glasgow (As a Local)
Rice Village,Restaurant,Houston TX,USA,653986568735836,ablunsen@rice-village.com,https://rice-village.com/dine/,,,,25,C,2026-08-15,Contacted,0,2026-08-15,,THE 10 BEST Restaurants in Houston (Updated August 2026)
State of Grace,Restaurant,Houston TX,USA,832-942-5080,eventsstateofgrace@rocketfarmrestaurants.com,https://stateofgracetx.com/,,,,25,C,2026-08-15,Contacted,0,2026-08-15,,THE 10 BEST Restaurants in Houston (Updated August 2026)
Best Restaurants in Houston: Editor's Pick Guide (2026),Restaurant,Houston TX,USA,(913) 231-3083,hello@houston.com,https://houston.com/food-dining/best-restaurants-in-houston-guide,,,,25,C,2026-08-15,Contacted,0,2026-08-15,,THE 10 BEST Restaurants in Houston (Updated August 2026)
Delish,Restaurant,Houston TX,USA,202-4149-8993-1073,membersupport@delish.com,https://www.delish.com/restaurants/,,0026,,25,C,2026-08-15,Contacted,0,2026-08-15,,Best Restaurants in Houston Tx
Go To Destinations,Restaurant,Houston TX,USA,446270461158852,jeremy@gotodestinations.com,https://www.gotodestinations.com/best-houston-restaurant-valentines-day/,,,,25,C,2026-08-15,Contacted,0,2026-08-15,,Best Restaurants in Houston Tx
Tasting Table,Restaurant,Houston TX,USA,100071098230225,staff@tastingtable.com,https://www.tastingtable.com/1274449/best-restaurants-houston-ranked/,,,,25,C,2026-08-15,Contacted,0,2026-08-15,,Best Restaurants in Houston Tx
Luxurway,Restaurant,Houston TX,USA,314192535267336,info@luxurway.com,https://www.luxurway.com/blog/our-guide-to-houstons-best-restaurants,,,,25,C,2026-08-15,Contacted,0,2026-08-15,,Best Restaurants in Houston Tx
Bungalow Downtown Dining,Restaurant,Houston TX,USA,4-7642-4863-9126,reservation@alifehospitality.com,https://bungalowdining.com/,,,,25,C,2026-08-15,Contacted,0,2026-08-15,,THE 10 BEST Restaurants in Houston (Updated August 2026)
Dentiq Dentistry,Dentist,Houston TX,USA,+1(713)589-6564,date@dentiq.net,https://www.dentiq.dental/,,,,25,C,2026-08-15,Contacted,0,2026-08-15,,"Dentist in Houston, TX at W Gray St"
Centra Dental,Dentist,Houston TX,USA,966242223397117,info@centradental.com,https://www.centradental.com/,,,,25,C,2026-08-15,Contacted,0,2026-08-15,,"Dentist in Houston, TX at W Gray St"
"Best Dentist Near Me in Houston, TX 77079",Dentist,Houston TX,USA,143105426901474,+lrodriguez@plumdental.net,https://www.plumdental.net/,,,,25,C,2026-08-15,Contacted,0,2026-08-15,,"Dentist in Houston, TX at W Gray St"
URBN Dental,Dentist,Houston TX,USA,750 842 767 846,cincoranch@urbndental.com,https://urbndental.com/texas/houston-dental-services/heights/,,,,25,C,2026-08-15,Contacted,0,2026-08-15,,"Dentist in Houston, TX at W Gray St"
Pinnacle Dental,Dentist,Houston TX,USA,170950533056586,smiles@galleriahoustondentist.com,https://galleriahoustondentist.com/,,,,25,C,2026-08-15,Contacted,0,2026-08-15,,"Dentist in Houston, TX at W Gray St"
Emergency Dentist Houston,Dentist,Houston TX,USA,+1-832-831-4394,info@texasdentalcenter.com,https://texasdentalcenter.com/,,,,25,C,2026-08-15,Contacted,0,2026-08-15,,"Dentist in Houston, TX at W Gray St"
UT Dentists,Dentist,Houston TX,USA,103432607151238,anonymous@dotcms.anonymoususer,https://www.utdentists.com/,,,,25,C,2026-08-15,Contacted,0,2026-08-15,,"Dentist in Houston, TX at W Gray St"
Hamilton Dental Group -,Dentist,Hamilton,Canada,495011491502378,hdgfrontoffice@gmail.com,https://www.hamiltondentalgroup.com/,4.9,589,,70,A,2026-08-16,Contacted,0,2026-08-16,,20 Top
DentalPlans.com,Dentist,Hamilton,Canada,000000000000000,members@dentalplans.com,https://www.dentalplans.com/find-a-dentist/,4.4,363,,70,A,2026-08-16,Contacted,0,2026-08-16,,20 Top
"Pre-theatre Dining near Hamilton: The Exhibition, Chicago, IL",Restaurant,Hamilton,Canada,042.1563.0419.0687,admin@chicago-theater.com,https://www.chicago-theater.com/venues/hamilton-the-exhibition/dining,,4888,,50,B,2026-08-16,Contacted,0,2026-08-16,,"The 10 Best Restaurants Near Me in Hamilton, Cincinnati / Dayton"
Twin Dental,Dentist,Hamilton,Canada,869187364981439,patients@twindental.com,https://www.twindental.com/best-dentists-hamilton-ohio/,,259,,50,B,2026-08-16,Contacted,0,2026-08-16,,Hamilton Dentist
Barton Dental,Dentist,Hamilton,Canada,138 771 138 800,bartondentaloffice@gmail.com,https://bartondental.ca/,4.9,,,45,B,2026-08-16,Contacted,0,2026-08-16,,20 Top
Sherman Dental Centre,Dentist,Hamilton,Canada,+1(905) 318-4884,info@shermandentalcentre.com,https://shermandentalcentre.com/how-to-choose-the-best-dentist-in-hamilton-for-your-family/,,,,40,B,2026-08-16,Contacted,0,2026-08-16,,Hamilton Dentist
Hamilton College,Restaurant,Hamilton,Canada,100063919268928,admission@hamilton.edu,https://www.hamilton.edu/admission/visiting/restaurants,,,,25,C,2026-08-16,Contacted,0,2026-08-16,,"The 10 Best Restaurants Near Me in Hamilton, Cincinnati / Dayton"
Hamilton County's Best Restaurants,Restaurant,Hamilton,Canada,6567952-0820-4703,info@hamiltoncountytourism.com,https://www.visithamiltoncounty.com/restaurants/,,,,25,C,2026-08-16,Contacted,0,2026-08-16,,THE 10 BEST Restaurants in Hamilton (Updated July 2026)
Howie’s on Hamilton,Restaurant,Hamilton,Canada,(260) 488-3344,info@howiesonhamilton.com,https://howiesonhamilton.com/,,,,25,C,2026-08-16,Contacted,0,2026-08-16,,The Best Restaurants in Hamilton Right Now
David Kirkpatrick DDS,Dentist,Hamilton,Canada,+1-(513) 868-3600,drkappts@gmail.com,https://hamiltonohiodentist.com/,,,,25,C,2026-08-16,Contacted,0,2026-08-16,,20 Top
About Us,Dentist,Hamilton,Canada,138 771 138 800,info@hamiltonmilldental.com,https://www.hamiltonmilldental.com/about-us/,,,,25,C,2026-08-16,Contacted,0,2026-08-16,,20 Top
Dentists Ranked,Dentist,Hamilton,Canada,71-6540-4262-9660,hello@dentistsranked.com,https://www.dentistsranked.com/dentists/Hamilton-ON,,,,25,C,2026-08-16,Contacted,0,2026-08-16,,Hamilton Dentist
Hamilton Family Dentistry,Dentist,Hamilton,Canada,934 104.934-104,drbeenuvirk@gmail.com,https://www.hamiltonfamilydentistry.ca/,,,,25,C,2026-08-16,Contacted,0,2026-08-16,,Hamilton Dentist
"Dentist in Hamilton, NJ",Dentist,Hamilton,Canada,(609) 689-2660,addemail@gmail.com,https://gardenstatesmileshamilton.com/,,,,25,C,2026-08-16,Contacted,0,2026-08-16,,Hamilton Dentist
SpinelDentalHamilton,Dentist,Hamilton,Canada,635-8505-3391-9791,0e6a29e4756740a8a63493e912ba2174@sentry.wixpress.com,https://www.spinel.dental/,,,,25,C,2026-08-16,Contacted,0,2026-08-16,,Hamilton Dentist
MyNextDentist,Dentist,Glasgow,UK,+44 141 427 0296,hello@mynextdentist.co.uk,https://mynextdentist.co.uk/dentists/glasgow,,365,,50,B,2026-08-17,Contacted,0,2026-08-17,,Dentist Glasgow
Dentistry On The Square,Dentist,Glasgow,UK,+1 (512) 893-1587,his.ihcregulation@nhs.scot,https://dentistryonthesquare.co.uk/,,1351,,50,B,2026-08-17,Contacted,0,2026-08-17,,Dentist Glasgow
ThreeBestRated.co.uk,Dentist,Glasgow,UK,133028257071181,info@dentistryonthesquare.co.uk,https://threebestrated.co.uk/dentists-in-glasgow,4.8,4,,45,B,2026-08-17,Contacted,0,2026-08-17,,Dentist Glasgow
The 10 best restaurants in Glasgow,Restaurant,Glasgow,UK,1322660918-150,advertising@scotsman.com,https://foodanddrink.scotsman.com/food/the-10-best-restaurants-in-glasgow-according-to-the-scotsman-critics/,,,,25,C,2026-08-17,Contacted,0,2026-08-17,,The best restaurants in Glasgow
Cafe Andaluz,Restaurant,Glasgow,UK,314192535267336,user@domain.com,https://www.cafeandaluz.com/,,,,25,C,2026-08-17,Contacted,0,2026-08-17,,The best restaurants in Glasgow
The Skillet,Restaurant,Glasgow,UK,728323238759258,hello@skillethyndlandst.com,https://www.skillethyndlandst.com/,,,,25,C,2026-08-17,Contacted,0,2026-08-17,,The best restaurants in Glasgow
The Buttery,Restaurant,Glasgow,UK,626018639046299,buttery@twofatladiesrestaurant.com,https://twofatladiesrestaurant.com/buttery/,,,,25,C,2026-08-17,Contacted,0,2026-08-17,,The best restaurants in Glasgow for 2026
The Citizen,Restaurant,Glasgow,UK,314192535267336,info@thecitizenglasgow.co.uk,https://www.thecitizenglasgow.co.uk/,,,,25,C,2026-08-17,Contacted,0,2026-08-17,,The best restaurants in Glasgow for 2026
Stravaigin,Restaurant,Glasgow,UK,207163667937197,reservations@stravaigin.co.uk,https://stravaigin.co.uk/,,,,25,C,2026-08-17,Contacted,0,2026-08-17,,The best restaurants in Glasgow for 2026
Glasgow Dentist,Dentist,Glasgow,UK,1537795089757,enquiries@parkpracticehealth.co.uk,https://www.parkpracticehealth.co.uk/,,,,25,C,2026-08-17,Contacted,0,2026-08-17,,Dentist Glasgow
Shawlands Dental Care,Dentist,Glasgow,UK,747665723974783,info@shawlandsdentalcare.co.uk,https://www.shawlandsdentalcare.co.uk/,,3,,25,C,2026-08-17,Contacted,0,2026-08-17,,Dentist Glasgow
Woodside Crescent Dental Practice Glasgow - NHS & Private Dentistry,Dentist,Glasgow,UK,176444349063842,enquiries@wcdp.co.uk,https://wcdp.co.uk/,,,,25,C,2026-08-17,Contacted,0,2026-08-17,,Dentist Glasgow
Complete Dental Care,Dentist,Glasgow,UK,265066256494628,prw@glasgowdentalcare.co.uk,https://www.glasgowdentalcare.co.uk/,,,,25,C,2026-08-17,Contacted,0,2026-08-17,,Dentist Glasgow
Appletree Dentist Glasgow,Dentist,Glasgow,UK,328238953-3840,i.katebi@gmail.com,https://www.dentistglasgow.com/,,,,25,C,2026-08-17,Contacted,0,2026-08-17,,Dentist Glasgow
Govan Dental Care,Dentist,Glasgow,UK,112.356 138.666,info@govandentalcare.co.uk,https://govandentalcare.co.uk/,,37,,25,C,2026-08-17,Contacted,0,2026-08-17,,Dentist Glasgow
